year,slug,school_name,homepage_url,ward,type,gender,destinations,destinations_file,notes
,adachi-gakuen,足立学園高等学校,https://www.adachigakuen-jh.ed.jp/,足立区,私立,男子校,,destinations/adachi-gakuen.csv,合格実績
