year,slug,school_name,homepage_url,ward,type,gender,destinations,destinations_file,notes
,kaisei,開成高等学校,https://kaiseigakuen.jp/,荒川区,私立,男子校,,destinations/kaisei.csv,2025進路状況（開成高校PDF）
