year,slug,school_name,homepage_url,ward,type,gender,destinations,destinations_file,notes
,meiji-fuzoku-nakano,明治大学付属中野高等学校,https://www.nakanogakuen.ac.jp/,中野区,私立,男子校,,destinations/meiji-fuzoku-nakano.csv,2025進路状況
