year,slug,school_name,homepage_url,ward,type,gender,destinations,destinations_file,notes
,tokyo-gakugei-fuzoku,東京学芸大学附属高等学校,https://www.gakugei-hs.setagaya.tokyo.jp/,世田谷区,国立,共学,,destinations/tokyo-gakugei-fuzoku.csv,2025進路状況（学部合算）
